formulacao;manteiga_1;manteiga_2;oleo;perc_lipidio1;perc_lipidio2;perc_tensoativo;pdi;tamanho;translucida;PontoDeNuvem;Lipidio1;PontoFusao1;Perc_Ac_Palmitico1;Perc_Ac_Estearico1;Perc_Ac_Oleico1;Perc_Ac_Linoleico1;Perc_Ac_Vacenico1;Perc_Ac_Linolenico1;Perc_Ac_Caprilico1;Perc_Ac_Caprico1;Perc_Ac_Laurico1;Perc_Ac_Miristico1;Perc_Ac_Palmitoleico1;Perc_Ac_Beenico1;Perc_Ac_Valerico1;Perc_Ac_Araquidico1;Perc_Outros1;Perc_AG_Saturados1;Perc_AG_Insaturados1;Lipidio2;PontoFusao2;Perc_Ac_Palmitico2;Perc_Ac_Estearico2;Perc_Ac_Oleico2;Perc_Ac_Linoleico2;Perc_Ac_Vacenico2;Perc_Ac_Linolenico2;Perc_Ac_Caprilico2;Perc_Ac_Caprico2;Perc_Ac_Laurico2;Perc_Ac_Miristico2;Perc_Ac_Palmitoleico2;Perc_Ac_Beenico2;Perc_Ac_Valerico2;Perc_Ac_Araquidico2;Perc_Outros2;Perc_AG_Saturados2;Perc_AG_Insaturados2
3;Manga;;Andiroba;50;16,65;33,35;0,277;1,634;0;0;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
4;Manga;;Andiroba;37,5;37,5;25;0,345;1,131;0;0;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
5;Manga;;Andiroba;25;50;25;0,514;1,738;0;0;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
6;Manga;;Andiroba;25;16,65;58,35;0,328;988,5;0;0;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
7;Manga;;Andiroba;50;25;25;0,449;1,163;0;0;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
8;Manga;;Andiroba;33,35;16,65;50;0,337;1,337;0;0;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
9;Manga;;Andiroba;16,65;25;58,35;0,599;918;0;0;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
10;Manga;;Andiroba;33,35;50;16,65;0,697;1,793;0;0;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
11;Manga;;Andiroba;33,35;33,35;33,3;0,5938;1,535;0;0;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
1;Cupuaçu;;Pequi;25;25;50;0,3272;42,55;NULL;NULL;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Pequi;21;38,5;0;55,5;1,9;0;0,3;0;0;0;0;1;0;0;NULL;0;42;58
2;Cupuaçu;;Pequi;16,65;50;33,35;0,6039;299,5;NULL;NULL;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Pequi;21;38,5;0;55,5;1,9;0;0,3;0;0;0;0;1;0;0;NULL;0;42;58
3;Cupuaçu;;Pequi;50;16,65;33,35;0,5925;235,3;NULL;NULL;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Pequi;21;38,5;0;55,5;1,9;0;0,3;0;0;0;0;1;0;0;NULL;0;42;58
4;Cupuaçu;;Pequi;37,5;37,5;25;0,1547;596,5;NULL;NULL;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Pequi;21;38,5;0;55,5;1,9;0;0,3;0;0;0;0;1;0;0;NULL;0;42;58
5;Cupuaçu;;Pequi;25;50;25;0,475;355,8;NULL;NULL;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Pequi;21;38,5;0;55,5;1,9;0;0,3;0;0;0;0;1;0;0;NULL;0;42;58
6;Cupuaçu;;Pequi;25;16,65;58,35;0,4383;62;NULL;NULL;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Pequi;21;38,5;0;55,5;1,9;0;0,3;0;0;0;0;1;0;0;NULL;0;42;58
7;Cupuaçu;;Pequi;50;25;25;0,1401;685;NULL;NULL;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Pequi;21;38,5;0;55,5;1,9;0;0,3;0;0;0;0;1;0;0;NULL;0;42;58
8;Cupuaçu;;Pequi;33,35;16,65;50;0,3531;53,667;NULL;NULL;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Pequi;21;38,5;0;55,5;1,9;0;0,3;0;0;0;0;1;0;0;NULL;0;42;58
9;Cupuaçu;;Pequi;16,65;25;58,35;0,4186;47,5;NULL;NULL;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Pequi;21;38,5;0;55,5;1,9;0;0,3;0;0;0;0;1;0;0;NULL;0;42;58
10;Cupuaçu;;Pequi;33,35;50;16,65;0,1478;1148;NULL;NULL;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Pequi;21;38,5;0;55,5;1,9;0;0,3;0;0;0;0;1;0;0;NULL;0;42;58
11;Cupuaçu;;Pequi;33,35;33,35;33,3;0,50934;270,96;NULL;NULL;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Pequi;21;38,5;0;55,5;1,9;0;0,3;0;0;0;0;1;0;0;NULL;0;42;58
1;Bacuri ;;Pracaxi;25;25;50;1;673,1;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
2;Bacuri ;;Pracaxi;50;16,65;33,35;0,7;533,2;0;1;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
3;Bacuri;;Pracaxi;16,65;50;33,35;1;470,5;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
4;Bacuri;;Pracaxi;37,5;37,5;25;0,04;787,3;0;1;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
5;Bacuri;;Pracaxi;50;25;25;1;595;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
6;Bacuri;;Pracaxi;16,65;25;58,35;0,7;610,8;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
7;Bacuri;;Pracaxi;25;50;25;0,2;818,3;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
8;Bacuri;;Pracaxi;16,65;33,35;50;1;539,4;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
9;Bacuri;;Pracaxi;25;16,65;58,35;1;871,1;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
10;Bacuri;;Pracaxi;50;33,35;16,65;0,5;354;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
11;Bacuri;;Pracaxi;33,35;33,35;33,3;0,5;916,2;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
1;Murumuru;;Cupuaçu;25;25;50;0,186;30,417;1;1;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2;Murumuru;;Cupuaçu;16,65;50;33,35;0,524;107,523;0;0;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
3;Murumuru;;Cupuaçu;50;16,65;33,35;0,276;68,478;1;0;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
4;Murumuru;;Cupuaçu;37,5;37,5;25;0,265;125,069;0;0;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
5;Murumuru;;Cupuaçu;25;50;25;0,487;197,439;0;0;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6;Murumuru;;Cupuaçu;25;16,65;58,35;0,244;23,833;1;1;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
7;Murumuru;;Cupuaçu;50;25;25;0,43;165,629;0;0;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
8;Murumuru;;Cupuaçu;33,35;16,65;50;0,152;28,658;1;1;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
9;Murumuru;;Cupuaçu;16,65;25;58,35;0,327;31,543;1;1;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
10;Murumuru;;Cupuaçu;33,35;50;16,65;0,249;500,398;0;0;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
11;Murumuru;;Cupuaçu;33,35;33,35;33,3;0,314;103,17;0;0;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1;Bacuri ;;Pracaxi;25;25;50;1;673,1;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
2;Bacuri ;;Pracaxi;50;16,65;33,35;0,7;533,2;0;1;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
3;Bacuri;;Pracaxi;16,65;50;33,35;1;470,5;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
4;Bacuri;;Pracaxi;37,5;37,5;25;0,04;787,3;0;1;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
5;Bacuri;;Pracaxi;50;25;25;1;595;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
6;Bacuri;;Pracaxi;16,65;25;58,35;0,7;610,8;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
7;Bacuri;;Pracaxi;25;50;25;0,2;818,3;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
8;Bacuri;;Pracaxi;16,65;33,35;50;1;539,4;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
9;Bacuri;;Pracaxi;25;16,65;58,35;1;871,1;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
10;Bacuri;;Pracaxi;50;33,35;16,65;0,5;354;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
11;Bacuri;;Pracaxi;33,35;33,35;33,3;0,5;916,2;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
1;Murumuru;Cupuaçu;;25;25;50;0,186;30,417;1;1;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45
2;Murumuru;Cupuaçu;;16,65;50;33,35;0,524;107,523;0;0;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45
3;Murumuru;Cupuaçu;;50;16,65;33,35;0,276;68,478;1;0;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45
4;Murumuru;Cupuaçu;;37,5;37,5;25;0,265;125,069;0;0;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45
5;Murumuru;Cupuaçu;;25;50;25;0,487;197,439;0;0;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45
6;Murumuru;Cupuaçu;;25;16,65;58,35;0,244;23,833;1;1;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45
7;Murumuru;Cupuaçu;;50;25;25;0,43;165,629;0;0;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45
8;Murumuru;Cupuaçu;;33,35;16,65;50;0,152;28,658;1;1;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45
9;Murumuru;Cupuaçu;;16,65;25;58,35;0,327;31,543;1;1;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45
10;Murumuru;Cupuaçu;;33,35;50;16,65;0,249;500,398;0;0;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45
11;Murumuru;Cupuaçu;;33,35;33,35;33,3;0,314;103,17;0;0;Manteiga de murumuru;32,5;7,5;3,5;7,5;3,5;0;0;3;2;45;30,5;3;0;0;NULL;0;90;10;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45
1;Tucumã;;Tucumã;25;25;50;0,104;31,49;1;1;Manteiga de Tucumã;30;7,5;2;9;0;0;3,5;1;1,5;49,5;26;0;0;0;NULL;0;97;3;Óleo de Tucumã;20;25,5;2,5;64;2;1,5;3;0;0;0;0;0;0;0;NULL;0;27;73
2;Tucumã;;Tucumã;50;50;33,35;0,131;91,71;0;1;Manteiga de Tucumã;30;7,5;2;9;0;0;3,5;1;1,5;49,5;26;0;0;0;NULL;0;97;3;Óleo de Tucumã;20;25,5;2,5;64;2;1,5;3;0;0;0;0;0;0;0;NULL;0;27;73
3;Tucumã;;Tucumã;16,65;16,65;33,35;0,135;87,85;1;1;Manteiga de Tucumã;30;7,5;2;9;0;0;3,5;1;1,5;49,5;26;0;0;0;NULL;0;97;3;Óleo de Tucumã;20;25,5;2,5;64;2;1,5;3;0;0;0;0;0;0;0;NULL;0;27;73
4;Tucumã;;Tucumã;37,5;37,5;25;0,252;105,2;0;1;Manteiga de Tucumã;30;7,5;2;9;0;0;3,5;1;1,5;49,5;26;0;0;0;NULL;0;97;3;Óleo de Tucumã;20;25,5;2,5;64;2;1,5;3;0;0;0;0;0;0;0;NULL;0;27;73
5;Tucumã;;Tucumã;50;50;25;0,299;150;0;0;Manteiga de Tucumã;30;7,5;2;9;0;0;3,5;1;1,5;49,5;26;0;0;0;NULL;0;97;3;Óleo de Tucumã;20;25,5;2,5;64;2;1,5;3;0;0;0;0;0;0;0;NULL;0;27;73
